wine_id,wine_name,kind_id,country_id,cultivar,sweet_id,acid_id,body_id,tanin_id,proof,price,img
108,"간치아, 베리타 모스카토 타스티 2011",2,11,Moscato 100%,4,2,2,1,5.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015514064_SGPO8M0I9.jpg/W0153529.jpg?type=m250&wm=N
109,샤또 도작 2016,1,17,"Cabernet Sauvignon, Merlot",1,3,4,4,13~14도,"120,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190515012432706_4W50FYVUW.jpg/W0154590.jpg?type=m250&wm=N
110,샤또 파비 2017,1,17,"Merlot, Cabernet Franc, Cabernet Sauvignon",1,4,5,4,13~14도,"650,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20200401085936831_EXI2FISXL.jpg/W0149525.jpg?type=m250&wm=N
111,"로버트 몬다비, 까베르네 소비뇽 리저브 2015",1,6,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot",1,4,5,5,14~15도,"449,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190801075810360_UD7BV46EM.jpg/W0140961.jpg?type=m250&wm=N
112,"로랑 페리에, 라 뀌베 브뤼",3,17,"Chardonnay 55%, Pinot Noir 30%, Pinot Meunier 15%",1,5,2,1,12~13도,"190,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200723012634616_9499QWMP7.png/W0165682.png?type=m250&wm=N
113,샤또 몽페라 루즈 2017,1,17,"Merlot 75%, Cabernet Sauvignon 15%, Cabernet Franc 10%",1,4,4,5,도수 정보가 없습니다.,"39,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020237405_Q261PK2QE.jpg/W0157121.jpg?type=m250&wm=N
114,아르망 드 브리냑 블랑 드 블랑,3,17,Chardonnay 100%,1,5,4,1,12.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929042751820_5GICAWG08.jpg/W0158515.jpg?type=m250&wm=N
115,"비비 그라츠, 테스타마타 비앙코 2018",2,11,Ansonica 100%,1,4,4,1,13.5도,"418,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200522012528910_ILPOSANLN.png/W0162630.png?type=m250&wm=N
116,모아이 까베르네 쇼비뇽 2017,1,14,Cabernet Sauvignon 100%,1,3,3,3,11~12도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015837157_TTBUKTXTF.jpg/W0148036.jpg?type=m250&wm=N
117,심플리 호주 쉬라즈,1,19,Syrah/Shiraz 100%,1,3,3,3,13도,"9,900원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044620395_SPY3R3LXE.jpg/W0150909.jpg?type=m250&wm=N
118,"프랭크 봉빌, 블랑 드 블랑 브뤼",3,17,Chardonnay,1,3,3,1,도수 정보가 없습니다.,"180,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20201203012622125_LMIMGCNFU.png/W0161129.png?type=m250&wm=N
119,"달 포르노 로마노, 아마로네 델라 발포리첼라 2011",1,11,"Corvina 60%, Rondinella 20%, Croatina 10%, Oseleta 10%",2,3,5,5,17도,"1,360,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929014920614_8W728SFQF.jpg/W0146871.jpg?type=m250&wm=N
120,롤라이오 화이트 상그리아,7,7,Blend,3,3,2,1,6도,"9,900원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20190215065324021_DPA657IBL.jpg/W0162376.jpg?type=m250&wm=N
121,"얄리, 프리미엄 리미티드 에디션 메를로 2014",1,14,"Merlot 91%, Cabernet Sauvignon 9%",1,3,3,3,14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_1/20140823012947816_CSVLL4OVI.jpg/2014082222272576.jpg?type=m250&wm=N
122,해피데이 프리미엄 2011,1,17,품종 정보가 없습니다.,1,3,3,3,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033013625_F88GRAFVX.jpg/W0159479.jpg?type=m250&wm=N
123,그라함 파인 루비 포트,5,16,"Touriga Nacional, Tinta Barroca, Touriga Franca, Tinta Roriz",5,1,4,2,19도,"44,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929051729331_9IRD5Q18H.jpg/W0138152.jpg?type=m250&wm=N
124,"바바, 로제타 2017",4,11,Malvasia di Schierano 100%,4,1,3,1,5~6도,"51,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033433775_Q194879CW.jpg/W0141099.jpg?type=m250&wm=N
125,"도멘 드 라 로마네 꽁띠, 라 따슈 2016",1,17,Pinot Noir 100%,1,3,4,3,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20181115063022296_4RSMA3L7Q.jpg/W0140769.jpg?type=m250&wm=N
126,"카이켄, 울트라 말벡 2018",1,8,Malbec 100%,1,3,4,4,도수 정보가 없습니다.,"47,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180915065041678_BMWRQCKGN.jpg/W0157009.jpg?type=m250&wm=N
127,"아포틱, 카버네 소비뇽 2019",1,6,"Cabernet Sauvignon, Zinfandel, Pinot Noir, Other Grapes",1,3,3,3,13~14도,"14,990원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20211009014200271_5NLQ1MXY8.png/W0168470.png?type=m250&wm=N
128,"톨라이니, 키안티 클라시코 2016",1,11,Sangiovese 100%,1,3,4,4,도수 정보가 없습니다.,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190608012458064_HR4P3B94Z.jpg/W0165300.jpg?type=m250&wm=N
129,"라피스 루나, 진판델 2017",1,6,"Zinfandel 80%, Sangiovese 20%",1,2,4,3,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190725012555260_2U5N85E8U.jpg/W0165861.jpg?type=m250&wm=N
130,"스택스 립 와인 셀라, FAY 까베르네 소비뇽 2017",1,6,"Cabernet Sauvignon, Cabernet Franc",1,3,5,4,14~15도,"430,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200829012521097_7YRPQTD7V.png/W0156799.png?type=m250&wm=N
131,"트라피체, 싱글 빈야드 말벡 '콜레토' 2014",1,8,Malbec 100%,1,3,5,4,14.5~15.5도,"100,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171104012816537_B3WD444TM.jpg/W0162432.jpg?type=m250&wm=N
132,"에밀리아나, 코얌 2015",1,14,"Syrah/Shiraz 39%, Merlot 17%, Carmenere 32%, Cabernet Sauvignon 9%, Malbec 1%, Mourvedre 2%",1,3,4,4,14.5도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929034747872_AOZCEEJ4J.jpg/W0151838.jpg?type=m250&wm=N
133,마르께스 데 까사 콘차 에티케타 네그라 2016,1,14,"Cabernet Sauvignon 60%, Cabernet Franc 32%, Petit Verdot 8%",1,3,5,5,14~15도,"120,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190927012529045_2O6FVE3T1.jpg/W0166160.jpg?type=m250&wm=N
134,무똥 까데 레드 2013,1,17,"Merlot 80%, Cabernet Sauvignon 12%, Cabernet Franc 8%",1,3,3,3,14도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220301014138988_AT3FGJSAW.jpg/0139026.jpg?type=m250&wm=N
135,"샤또 드 보드위, 샤또네프 뒤 빠쁘 루즈 2014",1,17,"Grenache 80%, Syrah/Shiraz 15%, Mourvedre 5%",1,3,4,4,15~16도,"140,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024408781_V37J3Z6JP.jpg/W0147088.jpg?type=m250&wm=N
136,"나파 하이랜즈, 카베르네 소비뇽 2015",1,6,Cabernet Sauvignon 100%,1,3,5,5,도수 정보가 없습니다.,"144,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190727012806143_H89QNBZPB.jpg/W0165857.jpg?type=m250&wm=N
137,"시모네 페브르, 크레망 드 부르고뉴 브뤼",3,17,"Chardonnay 60%, Pinot Noir 40%",1,3,3,1,12~13도,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929045019756_JP04DLNYO.jpg/W0159051.jpg?type=m250&wm=N
138,"보데가스 무가, 리제르바 셀렉시옹 에스페시알 2014",1,7,"Tempranillo 70%, Garnatxa 20%, Mazuelo 7%, Graciano 3%",1,4,5,4,14도,"140,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190615012423286_I8S13EXDM.jpg/W0164683.jpg?type=m250&wm=N
139,비네키 알라자니 밸리 2007,1,13,Saperavi,4,2,2,2,12~13도,"18,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929055223928_J89Z3WHOD.jpg/W0149513.jpg?type=m250&wm=N
140,"따발리, 그랑 레세르바 시라 2017",1,14,Syrah/Shiraz 100%,1,3,4,4,도수 정보가 없습니다.,"48,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171201013020999_0M5VTJ0Z5.jpg/W0162503.jpg?type=m250&wm=N
141,"벨레노시, 로지오 델 필라레 2017",1,11,"Montepulciano 70%, Sangiovese 30%",1,3,4,3,14.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20200315090850068_WXKEPXT3Z.jpg/W0158541.jpg?type=m250&wm=N
142,"보시오, 트로피칼 모스카토 패션 후르츠",2,11,Moscato,4,2,2,1,5.5도,"24,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190814012606609_C5HZJGIBG.jpg/W0165933.jpg?type=m250&wm=N
143,"간치아, 프리미엄 모스카토 다스티 2017",2,11,Moscato 100%,4,2,3,1,7.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020007965_J1UTB5N55.jpg/W0153530.jpg?type=m250&wm=N
144,"얄리, 프리미엄 리미티드 에디션 까르메네르 2017",1,14,Carmenere 100%,1,4,4,4,14도,"75,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190330012456867_HWA590YQC.jpg/W0154759.jpg?type=m250&wm=N
145,"로쉐 마제, 메를로 2017",1,17,Merlot 100%,1,3,4,3,12~13도,"22,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171201062612559_H5GFBNUVF.jpg/W0149572.jpg?type=m250&wm=N
146,윈즈 쿠나와라 까베르네소비뇽 2011,1,19,Cabernet Sauvignon 100%,1,3,4,5,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044255298_R81CWZND7.jpg/W0158908.jpg?type=m250&wm=N
147,도스 코파스 카베르네 소비뇽 2019,1,14,Cabernet Sauvignon 100%,1,3,3,3,12~13도,"4,900원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190802012523531_3KGQ6LJGP.jpg/W0165898.jpg?type=m250&wm=N
148,"바바, 바롤로 2009",1,11,Nebbiolo 100%,1,4,3,4,13~14도,"200,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171201062643187_4EQC35MAP.jpg/W0151148.jpg?type=m250&wm=N
149,로얄 토카이 싱글 빈야드 아쑤 콜렉션 2008,2,18,Furmint,5,2,3,1,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021716810_D08KK1CH6.jpg/W0158465.jpg?type=m250&wm=N
150,"루피노, 리제르바 두칼레 오로 끼안티 클라시코 그란 셀레지오네 2015",1,11,"Sangiovese 80%, Merlot, Cabernet Sauvignon 20%",1,3,5,4,14.5도,"110,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180515082037026_P0NIS6IXB.jpg/W0137401.jpg?type=m250&wm=N
151,"바바, 로제타 비앙카",2,11,Moscato 100%,4,2,3,1,4.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929030443874_MZL15FJ9K.jpg/W0148591.jpg?type=m250&wm=N
152,"아포틱, 인페르노 2018",1,6,품종 정보가 없습니다.,2,3,4,4,15~16도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210817014024850_JGN15HFD1.png/T0166767_001.png?type=m250&wm=N
153,"테일러, 파인 타우니 포트",5,16,"Touriga Franca, Touriga Nacional, Touriga Francesa, Tinta Roriz, Tinta Barroca, Tinta Cao",4,1,5,2,20도,"37,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181115062844454_PQGV4P4JG.jpg/W0148071.jpg?type=m250&wm=N
154,"카판넬레, 50 & 50 2016",1,11,"Sangiovese 50%, Merlot 50%",1,4,4,4,13~14도,"410,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929014443702_Q0SOKS6WC.jpg/W0139592.jpg?type=m250&wm=N
155,카스텔블랑 까바 브뤼,3,7,"Xarel.lo 40%, Macabeo 30%, Parellada 30%",1,2,2,1,11.5도,"30,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025319178_XG0EDOYPF.jpg/W0161843.jpg?type=m250&wm=N
156,돔 페리뇽 P2 2003,3,17,Champagne Blend,1,4,3,1,12~13도,"700,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20211203013949605_574T73SGU.png/T0163213_001.png?type=m250&wm=N
157,"델리카토, 1924 포트 배럴 에이지드 피노 누아 2019",1,6,Pinot Noir 100%,1,3,3,2,14~15도,"62,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220104014236623_V9EIL0HW7.png/W0170284.png?type=m250&wm=N
158,"마유, 카베르네 소비뇽 2019",1,14,Cabernet Sauvignon 100%,1,3,3,3,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20211102014044183_MZ3SV9EQO.png/T0149967_001.png?type=m250&wm=N
159,"풀뽀로꼬, 상그리아",7,7,Tempranillo,3,1,3,1,7도,"18,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181204012413336_VUJL7L586.jpg/W0164007.jpg?type=m250&wm=N
160,슬라우어 부케흐 XO,6,17,품종 정보가 없습니다.,2,1,5,1,도수 정보가 없습니다.,"35,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190620012624981_37UIE6Y3U.jpg/W0157112.jpg?type=m250&wm=N
161,"칼리테라, 트리부토 시라 2013",1,14,Syrah/Shiraz 100%,1,3,3,3,14도,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_1/20140819013017689_7H8XWTL63.jpg/2012062012000012.jpg?type=m250&wm=N
162,"인 드림스, 피노 누아 2020",1,19,Pinot Noir 100%,1,3,3,2,13도,"85,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20190309012325026_WVNIEHAKF.png/W0164591.png?type=m250&wm=N
163,"또스띠, 모스카토 스푸만테",3,11,Moscato 100%,4,2,3,1,6~7도,"28,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20200312012739629_2DIF4NNN0.jpg/W0146980.jpg?type=m250&wm=N
164,"우마니 론끼, 요리오 S 2016",1,11,Montepulciano 100%,1,4,3,3,13.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190330012624388_S63EX8A51.jpg/W0164700.jpg?type=m250&wm=N
165,"도멘 앙또넹 기용, 꼬르똥 브레상드 그랑 크뤼 2013",1,17,Pinot Noir 100%,1,5,3,2,13.5도,"340,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073410228_Z0X7M2RHH.jpg/W0147001.jpg?type=m250&wm=N
166,프리바다 모스카텔 드 세투발 알마냑 1998,5,16,Moscatel de Setubal 100%,5,3,5,1,18도,"120,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171205012859996_RYCOQJ3UT.jpg/W0162520.jpg?type=m250&wm=N
167,"간치아, 모스카토 다스티 2017",2,11,Moscato 100%,4,2,3,1,7~8도,"32,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015959517_PT4QMSLD2.jpg/W0145740.jpg?type=m250&wm=N
168,"뤼나르, 블랑 드 블랑",3,17,Chardonnay 100%,1,5,3,1,도수 정보가 없습니다.,"180,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190621012359690_TS6DZO9M7.jpg/W0143669.jpg?type=m250&wm=N
169,"산 페드로, 시그니처 샤르도네 2020",2,14,Chardonnay,1,3,2,1,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20210113012849397_PWXDOSP0U.png/W0168101.png?type=m250&wm=N
170,알레니코 프리미티보 디 만두리아 2019,1,11,Primitivo,1,4,5,5,14~15도,"35,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220219014226018_TP0D1FC54.png/W0170581.png?type=m250&wm=N
171,"스펠바운드, 쁘띠 시라 2017",1,6,Petite Sirah 100%,1,3,4,3,도수 정보가 없습니다.,"58,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210726014147963_I4D9TG0EJ.png/T0153899_005.png?type=m250&wm=N
172,"안티노리, 피안 델레 비네 브루넬로 디 몬탈치노 2009",1,11,Sangiovese,1,4,4,4,14도,"195,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929045058549_GO7YYNMJ0.jpg/W0158513.jpg?type=m250&wm=N
173,"깐띠네 포베로, '일 드라포' 모스토 로쏘",1,11,Freisa 100%,4,1,2,1,5~6도,"32,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180515081802630_Z3K9R4ED7.jpg/W0155949.jpg?type=m250&wm=N
174,"마스카 델 타코, 루 에따 피아노 2019",2,11,Fiano,1,3,3,3,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20201125012759575_VK0SUG415.png/W0167969.png?type=m250&wm=N
175,"파고 아일레스, 꾸에스따 델 에레로 2018",1,7,"Garnacha, Tempranillo, Cabernet Sauvignon, Merlot",1,3,3,3,14~15도,"34,800원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210625012458250_JH29FUMGN.png/W0168843.png?type=m250&wm=N
176,조닌 모스카토,2,11,Moscato,4,1,2,1,5.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033019808_RKF696D56.jpg/W0159491.jpg?type=m250&wm=N
177,"앙리 지로, 퓌 드 셴 브뤼 MV09",3,17,"Pinot Noir 70%, Chardonnay 30%",1,4,3,1,도수 정보가 없습니다.,"410,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929032115502_PMHL7IJ3L.jpg/W0155090.jpg?type=m250&wm=N
178,"오린 스위프트, 팔레르모 2018",1,6,"Cabernet Sauvignon, Merlot, Malbec",1,4,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210726014113085_1CKAH55KT.png/T0165608_001.png?type=m250&wm=N
179,"보글, 팬텀 샤도네이 2017",2,6,Chardonnay 100%,2,3,4,1,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210726014133375_7S3NGCG42.png/T0166712_003.png?type=m250&wm=N
180,엘른 스위트,1,11,Blend,5,2,4,2,10.5도,"20,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929040550843_93GDRZFN4.jpg/W0139190.jpg?type=m250&wm=N
181,도멘 바로나크 블랑 2014,2,17,Chardonnay 100%,1,3,4,1,13.5도,"165,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073753238_HW35VIQUR.jpg/W0153680.jpg?type=m250&wm=N
182,"베르타니, 아마로네 델라 발폴리첼라 발판테나 2017",1,11,"Corvina 80%, Rondinella 20%",1,3,5,4,도수 정보가 없습니다.,"210,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20201013012730587_WXH0ZCD6S.png/W0167745.png?type=m250&wm=N
183,"아랄디카, 모스카토 다스티 2014",2,11,Moscato 100%,4,2,1,1,도수 정보가 없습니다.,"32,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041853268_GVRG9J3S8.jpg/W0155519.jpg?type=m250&wm=N
184,아르망 드 브리냑 트릴로지,3,17,Blend,1,5,4,1,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929042728652_ORHFBUVT7.jpg/W0160997.jpg?type=m250&wm=N
185,샴페인 트리보 로제,3,17,"Pinot Noir 40%, Chardonnay 30%, Pinot Meunier 30%",1,4,4,1,12.5도,"115,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025054667_XS9ST978H.jpg/W0161000.jpg?type=m250&wm=N
186,"투메레르, 에그리 비카바 슈페리어 2011",1,18,"Kekfrankos 40%, Merlot 20%, Cabernet Sauvignon 15%, Cabernet Franc 15%, Syrah/Shiraz 10%",1,3,4,4,14~15도,"75,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044425741_PTJ08KA2Y.jpg/W0160837.jpg?type=m250&wm=N
187,"가야, 소리 틸딘 2017",1,11,Nebbiolo 100%,1,4,5,5,14~15도,"1,350,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190801081619246_ENVTPSZD4.jpg/W0158309.jpg?type=m250&wm=N
188,"산테로, 피노 샤르도네 스푸만테",3,11,"Pinot Bianco 50%, Chardonnay 50%",1,3,2,1,11.5도,"30,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024110812_AD93DFYAX.jpg/W0146865.jpg?type=m250&wm=N
189,오미로제 연,3,3,Omija,2,5,2,1,8~9도,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200530012533744_ZU5LO45EH.png/W0167128.png?type=m250&wm=N
190,"마리 스튜아트, 뀌베 드 라 헨느 브뤼",3,17,"Pinot Meunier 50%, Pinot Noir 40%, Chardonnay 10%",1,4,3,1,12도,"145,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210715030332464_FBIWHTU3I.png/W0168373.png?type=m250&wm=N
191,"도멘 뱅상 부제로, 풀리니 몽라셰 2019",2,17,Chardonnay,1,3,3,1,도수 정보가 없습니다.,"208,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220402014158098_6JPNBYGEV.png/W0171223.png?type=m250&wm=N
192,"운두라가, 시바리스 메를로 2014",1,14,Merlot 100%,1,3,3,3,도수 정보가 없습니다.,"22,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929022127788_SJE9U43B0.jpg/W0159783.jpg?type=m250&wm=N
193,"마시, 마시앙코 2017",2,11,"Pinot Grigio 75%, Verduzzo Friulano 25%",1,4,3,1,13도,"55,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073342576_R3OAVUCG1.jpg/W0143538.jpg?type=m250&wm=N
194,"엠 샤푸티에, 빌라 오 루즈 꼬뜨 뒤 루시옹 빌라쥐 2016",1,17,"Syrah/Shiraz, Grenache, Carignan/Carignane",1,3,3,3,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20190131012318691_LCWCRJY8J.png/W0159018.png?type=m250&wm=N
195,"그랜트 버지, 미암바 쉬라즈 2017",1,19,Syrah/Shiraz 100%,1,3,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20220104014216423_735QKYBRE.png/T0152359_005.png?type=m250&wm=N
196,산디 산타 리타 힐스 피노누아 2018,1,6,Pinot Noir 100%,1,4,4,3,13~14도,"101,000원",https://dbscthumb-phinf.pstatic.net/3165_000_1/20141129012952059_26PJ1QYRG.jpg/2014112815115339.jpg?type=m250&wm=N
197,캐서린 홀 까베네쇼비뇽 2017,1,6,"Cabernet Sauvignon, Merlot",1,3,5,4,15~16도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210713012607295_GDQHKQXSZ.png/W0168890.png?type=m250&wm=N
198,"샹파뉴 드라피에, 밀레짐 익셉션 2015",3,17,Blend,1,5,3,1,도수 정보가 없습니다.,"210,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210918014327830_7YWRPFDKI.png/T0155050_001.png?type=m250&wm=N
199,1865 셀렉티드 빈야드 까베르네 소비뇽 2017,1,14,Cabernet Sauvignon 100%,1,3,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20200822012614395_5GL9JMBD6.png/W0137426.png?type=m250&wm=N
200,"발레벨보, 까띠나 모스까또 다스티",2,11,Moscato,3,3,2,1,5~6도,"20,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210522012759560_WUFJZ872P.png/W0168701.png?type=m250&wm=N
201,"콜롬비아 크레스트, H3 메를로 2017",1,6,"Merlot 90%, Other Grapes 10%",1,4,3,3,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20220316014139236_4UYDVGQWW.png/T0156824_002.png?type=m250&wm=N
202,"프리시전, 네비게이터 진판델 2018",1,6,Zinfandel 100%,1,2,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190618012531252_EM3EB6X8P.jpg/W0165343.jpg?type=m250&wm=N
203,오레무스 토카이 아쑤 5 푸토뇨스 2007,2,18,"Furmint 70%, Harslevelu 25%, Muscat 5%",5,3,5,1,도수 정보가 없습니다.,"153,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929014959830_RRH7624EX.jpg/W0159954.jpg?type=m250&wm=N
